key_pair,comfort_score,distance_score,dvorak7_score,engram_avg4_score,time_score,comfort_score_normalized,distance_score_normalized,dvorak7_score_normalized,engram_avg4_score_normalized,time_score_normalized
T.,-0.828168,90.143516,0.714286,0.799136,848.0,0.447888,0.66773,0.102041,0.799136,0.408824
T/,-0.803329,90.143516,0.714286,0.799136,848.0,0.464448,0.66773,0.102041,0.799136,0.408824
T;,-0.586998,47.201695,0.785714,0.823955,848.0,0.608668,0.349642,0.112245,0.823955,0.408824
TA,-1.108615,47.201695,0.5,0.637409,774.587606,0.260923,0.349642,0.071429,0.637409,0.300864
TB,-1.442261,99.124116,0.142857,0.146455,765.399346,0.038493,0.734253,0.020408,0.146455,0.287352
TC,-1.309704,90.143516,0.428571,0.517136,693.067353,0.126864,0.66773,0.061224,0.517136,0.180981
TD,-0.953484,47.201695,0.571429,0.679227,865.07106,0.364344,0.349642,0.081633,0.679227,0.433928
TE,-1.25098,86.49546,0.571429,0.760369,900.996231,0.166014,0.640707,0.081633,0.760369,0.486759
TF,-0.836557,47.201695,0.357143,0.384227,776.473322,0.442295,0.349642,0.05102,0.384227,0.303637
TG,-1.442261,62.24773,0.285714,0.266727,649.297045,0.038493,0.461094,0.040816,0.266727,0.116613
TH,-0.836557,85.201695,0.785714,0.760091,1093.762492,0.442295,0.631124,0.112245,0.760091,0.770239
TI,-0.589028,86.49546,0.785714,0.845409,882.029175,0.607315,0.640707,0.112245,0.845409,0.458866
TJ,-0.448844,47.201695,0.857143,0.877591,895.20963,0.700771,0.349642,0.122449,0.877591,0.478249
TK,-0.521334,47.201695,0.857143,0.865773,630.13835,0.652444,0.349642,0.122449,0.865773,0.088439
TL,-0.555098,47.201695,0.785714,0.845409,661.249294,0.629935,0.349642,0.112245,0.845409,0.13419
TM,-0.685918,90.143516,0.785714,0.838318,659.398642,0.542721,0.66773,0.112245,0.838318,0.131469
TN,-0.836557,89.249287,0.714286,0.760091,682.151813,0.442295,0.661106,0.102041,0.760091,0.164929
TO,-0.689815,86.49546,0.714286,0.829591,854.381768,0.540123,0.640707,0.102041,0.829591,0.418208
TP,-0.776742,86.49546,0.714286,0.799136,731.929695,0.482172,0.640707,0.102041,0.799136,0.238132
TQ,-1.442261,86.49546,0.5,0.714097,868.747965,0.038493,0.640707,0.071429,0.714097,0.439335
TR,-1.242302,62.24773,0.5,0.429227,792.955331,0.171799,0.461094,0.071429,0.429227,0.327875
TS,-1.030731,47.201695,0.5,0.658864,764.505591,0.312846,0.349642,0.071429,0.658864,0.286038
TT,-1.442261,47.201695,0.428571,0.351,682.901788,0.038493,0.349642,0.061224,0.351,0.166032
TU,-0.589028,86.49546,0.785714,0.838318,723.263048,0.607315,0.640707,0.112245,0.838318,0.225387
TV,-1.095099,83.281704,0.214286,0.224682,892.67894,0.269934,0.616902,0.030612,0.224682,0.474528
TW,-1.306993,86.49546,0.5,0.744551,688.360068,0.128671,0.640707,0.071429,0.744551,0.174059
TX,-1.363758,90.143516,0.357143,0.492318,776.792099,0.090828,0.66773,0.05102,0.492318,0.304106
TY,-0.836557,108.422606,0.714286,0.760091,700.839163,0.442295,0.80313,0.102041,0.760091,0.192411
TZ,-1.428568,90.143516,0.357143,0.492318,1066.834911,0.047621,0.66773,0.05102,0.492318,0.73064
T[,-0.836557,94.40339,0.642857,0.760091,848.0,0.442295,0.699284,0.091837,0.760091,0.408824
U',-1.363758,77.293765,0.5,0.651773,914.7,0.090828,0.572546,0.071429,0.651773,0.506912
"U,",-1.309704,82.235587,0.5,0.600273,800.008605,0.126864,0.609152,0.071429,0.600273,0.338248
U.,-1.363758,82.235587,0.428571,0.575455,914.7,0.090828,0.609152,0.061224,0.575455,0.506912
U/,-1.277821,82.235587,0.428571,0.575455,1082.705049,0.148119,0.609152,0.061224,0.575455,0.753978
U;,-0.791551,39.293765,0.571429,0.720545,914.7,0.4723,0.291065,0.081633,0.720545,0.506912
UA,-0.339469,39.293765,0.857143,0.907091,875.4,0.773688,0.291065,0.122449,0.907091,0.449118
UB,-0.589028,108.633509,0.785714,0.838318,869.589003,0.607315,0.804693,0.112245,0.838318,0.440572
UC,-0.546323,82.235587,0.857143,0.907091,744.887361,0.635785,0.609152,0.122449,0.907091,0.257187
UD,-0.273805,39.293765,0.928571,0.948909,729.263142,0.817463,0.291065,0.132653,0.948909,0.234211
UE,-0.341499,78.587531,0.857143,0.928545,833.597124,0.772334,0.58213,0.122449,0.928545,0.387643
UF,-0.201314,39.293765,0.928571,0.960727,714.262663,0.86579,0.291065,0.132653,0.960727,0.212151
UG,-0.589028,77.293765,0.857143,0.838318,726.203973,0.607315,0.572546,0.122449,0.838318,0.229712
UH,-1.363758,62.24773,0.357143,0.344955,760.808642,0.090828,0.461094,0.05102,0.344955,0.280601
UI,-0.480001,78.587531,0.642857,0.883341,982.180258,0.679999,0.58213,0.091837,0.883341,0.606147
UJ,-0.693102,39.293765,0.428571,0.467364,783.592873,0.537932,0.291065,0.061224,0.467364,0.314107
UK,-0.758376,39.293765,0.642857,0.762364,787.588184,0.494416,0.291065,0.091837,0.762364,0.319983
UL,-0.7902,39.293765,0.571429,0.742,837.942469,0.4732,0.291065,0.081633,0.742,0.394033
UM,-0.992835,81.97119,0.285714,0.307818,798.90257,0.33811,0.607194,0.040816,0.307818,0.336621
UN,-1.363758,78.880625,0.214286,0.224682,881.366647,0.090828,0.584301,0.030612,0.224682,0.457892
UO,-0.709706,78.587531,0.571429,0.827688,723.54817,0.526863,0.58213,0.081633,0.827688,0.225806
UP,-0.862958,78.587531,0.571429,0.797233,749.701619,0.424694,0.58213,0.081633,0.797233,0.264267
UQ,-0.529213,78.587531,0.785714,0.882273,712.741418,0.647191,0.58213,0.112245,0.882273,0.209914
UR,-0.341499,78.587531,0.857143,0.921455,832.040526,0.772334,0.58213,0.122449,0.921455,0.385354
US,-0.307569,39.293765,0.857143,0.928545,805.375668,0.794954,0.291065,0.122449,0.928545,0.346141
UT,-0.589028,86.49546,0.785714,0.838318,800.628771,0.607315,0.640707,0.112245,0.838318,0.33916
UU,-0.460932,39.293765,0.571429,0.512364,690.718674,0.692712,0.291065,0.081633,0.512364,0.177527
UV,-0.438389,82.235587,0.857143,0.921455,878.617635,0.707741,0.609152,0.122449,0.921455,0.453849
UW,-0.442286,78.587531,0.785714,0.912727,849.132716,0.705143,0.58213,0.112245,0.912727,0.410489
UX,-0.580639,82.235587,0.785714,0.882273,933.750578,0.612907,0.609152,0.112245,0.882273,0.534927
UY,-1.363758,69.257338,0.5,0.429227,671.27225,0.090828,0.513017,0.071429,0.429227,0.14893
UZ,-0.555799,82.235587,0.785714,0.882273,1127.788901,0.629467,0.609152,0.112245,0.882273,0.820278
U[,-1.363758,86.49546,0.5,0.753278,712.741418,0.090828,0.640707,0.071429,0.753278,0.209914
V',-0.685918,80.941821,0.785714,0.838318,880.8,0.542721,0.599569,0.112245,0.838318,0.457059
"V,",-0.643213,85.883642,0.857143,0.907091,716.8,0.571191,0.636175,0.122449,0.907091,0.215882
V.,-0.677529,85.883642,0.785714,0.882273,880.8,0.548314,0.636175,0.112245,0.882273,0.457059
V/,-0.652689,85.883642,0.785714,0.882273,1055.624812,0.564874,0.636175,0.112245,0.882273,0.714154
V;,-0.436359,42.941821,0.857143,0.907091,880.8,0.709094,0.318088,0.122449,0.907091,0.457059
VA,-0.852999,42.941821,0.571429,0.720545,854.4,0.431334,0.318088,0.081633,0.720545,0.418235
VB,-1.216656,75.140782,0.5,0.429227,969.335356,0.188896,0.556598,0.071429,0.429227,0.587258
VC,-0.872701,85.883642,0.642857,0.861886,884.971464,0.418199,0.636175,0.091837,0.861886,0.463193
VD,-0.719612,42.941821,0.642857,0.762364,892.006479,0.520258,0.318088,0.091837,0.762364,0.473539
VE,-0.928152,82.235587,0.5,0.621727,872.47835,0.381232,0.609152,0.071429,0.621727,0.444821
VF,-0.672153,42.941821,0.428571,0.467364,927.01038,0.551898,0.318088,0.061224,0.467364,0.525015
VG,-1.216656,61.494707,0.357143,0.344955,883.397968,0.188896,0.455516,0.05102,0.344955,0.460879
VH,-0.685918,80.941821,0.857143,0.838318,883.248441,0.542721,0.599569,0.122449,0.838318,0.460659
VI,-0.438389,82.235587,0.857143,0.928545,809.454154,0.707741,0.609152,0.122449,0.928545,0.352138
VJ,-0.298204,42.941821,0.928571,0.960727,694.274774,0.801197,0.318088,0.132653,0.960727,0.182757
VK,-0.370695,42.941821,0.928571,0.948909,688.27049,0.75287,0.318088,0.132653,0.948909,0.173927
VL,-0.404458,42.941821,0.857143,0.928545,645.302537,0.730361,0.318088,0.122449,0.928545,0.110739
VM,-0.535279,85.883642,0.857143,0.921455,811.722954,0.643148,0.636175,0.122449,0.921455,0.355475
VN,-0.685918,84.989413,0.785714,0.838318,911.465177,0.542721,0.629551,0.112245,0.838318,0.502155
VO,-0.539175,82.235587,0.785714,0.912727,678.881638,0.64055,0.609152,0.112245,0.912727,0.16012
VP,-0.626103,82.235587,0.785714,0.882273,884.568174,0.582598,0.609152,0.112245,0.882273,0.4626
VQ,-1.216656,82.235587,0.428571,0.575455,743.101259,0.188896,0.609152,0.061224,0.575455,0.254561
VR,-0.998812,81.97119,0.285714,0.307818,725.519989,0.334125,0.607194,0.040816,0.307818,0.228706
VS,-0.821044,42.941821,0.571429,0.742,667.714749,0.452638,0.318088,0.081633,0.742,0.143698
VT,-1.216656,83.281704,0.214286,0.224682,884.827679,0.188896,0.616902,0.030612,0.224682,0.462982
VU,-0.438389,82.235587,0.857143,0.921455,676.53165,0.707741,0.609152,0.122449,0.921455,0.156664
VV,-0.535279,42.941821,0.571429,0.512364,653.952971,0.643148,0.318088,0.081633,0.512364,0.12346
VW,-1.097858,82.235587,0.428571,0.605909,765.840769,0.268095,0.609152,0.061224,0.605909,0.288001
VX,-0.941505,85.883642,0.571429,0.797233,881.438001,0.37233,0.636175,0.081633,0.797233,0.457997
VY,-0.685918,104.162733,0.785714,0.838318,646.124116,0.542721,0.771576,0.112245,0.838318,0.111947
VZ,-0.926848,85.883642,0.571429,0.797233,1081.507518,0.382101,0.636175,0.081633,0.797233,0.752217
V[,-0.685918,90.143516,0.714286,0.838318,743.101259,0.542721,0.66773,0.102041,0.838318,0.254561
W',-0.689815,77.293765,0.714286,0.829591,916.8,0.540123,0.572546,0.102041,0.829591,0.51
"W,",-0.64711,82.235587,0.785714,0.898364,771.068313,0.568593,0.609152,0.112245,0.898364,0.295689
W.,-0.681426,82.235587,0.714286,0.873545,757.412296,0.545716,0.609152,0.102041,0.873545,0.275606
W/,-0.656586,82.235587,0.714286,0.873545,885.658579,0.562276,0.609152,0.102041,0.873545,0.464204
W;,-0.440255,39.293765,0.785714,0.898364,916.8,0.706496,0.291065,0.112245,0.898364,0.51
WA,-0.932945,39.293765,0.357143,0.711818,916.8,0.378037,0.291065,0.05102,0.711818,0.51
WB,-1.428568,108.633509,0.5,0.522773,943.799362,0.047621,0.804693,0.071429,0.522773,0.549705
WC,-1.099662,82.235587,0.428571,0.591545,916.8,0.266892,0.609152,0.061224,0.591545,0.51
WD,-0.641962,39.293765,0.571429,0.753636,724.686924,0.572025,0.291065,0.081633,0.753636,0.227481
WE,-0.543072,78.587531,0.714286,0.919818,761.216368,0.637952,0.58213,0.102041,0.919818,0.281201
WF,-0.593653,39.293765,0.714286,0.765455,818.869325,0.604232,0.291065,0.102041,0.765455,0.365984
WG,-1.428568,77.293765,0.642857,0.643045,710.996974,0.047621,0.572546,0.091837,0.643045,0.207348
WH,-0.689815,77.293765,0.785714,0.829591,772.313321,0.540123,0.572546,0.112245,0.829591,0.29752
WI,-0.442286,78.587531,0.785714,0.919818,705.611929,0.705143,0.58213,0.112245,0.919818,0.199429
WJ,-0.302101,39.293765,0.857143,0.952,968.500509,0.798599,0.291065,0.122449,0.952,0.58603
WK,-0.374592,39.293765,0.857143,0.940182,750.180002,0.750272,0.291065,0.122449,0.940182,0.264971
WL,-0.408355,39.293765,0.785714,0.919818,770.997272,0.727763,0.291065,0.112245,0.919818,0.295584
WM,-0.539175,82.235587,0.785714,0.912727,786.080796,0.64055,0.609152,0.112245,0.912727,0.317766
WN,-0.689815,81.341357,0.714286,0.829591,652.89218,0.540123,0.602529,0.102041,0.829591,0.1219
WO,-0.543072,78.587531,0.714286,0.904,769.404206,0.637952,0.58213,0.102041,0.904,0.293241
WP,-0.63,78.587531,0.714286,0.873545,916.8,0.58,0.58213,0.102041,0.873545,0.51
WQ,-0.917174,78.587531,0.5,0.828341,790.528308,0.388551,0.58213,0.071429,0.828341,0.324306
WR,-0.586577,78.587531,0.714286,0.861591,880.192971,0.608949,0.58213,0.102041,0.861591,0.456166
WS,-0.884553,39.293765,0.285714,0.426455,861.211085,0.410298,0.291065,0.040816,0.426455,0.428252
WT,-1.428568,86.49546,0.642857,0.778455,656.740861,0.047621,0.640707,0.091837,0.778455,0.12756
WU,-0.442286,78.587531,0.785714,0.912727,944.382787,0.705143,0.58213,0.112245,0.912727,0.550563
WV,-0.976303,82.235587,0.571429,0.605909,846.885935,0.349131,0.609152,0.081633,0.605909,0.407185
WW,-0.579716,39.293765,0.428571,0.494909,794.03498,0.613522,0.291065,0.061224,0.494909,0.329463
WX,-1.274026,81.97119,0.142857,0.259909,916.8,0.150649,0.607194,0.020408,0.259909,0.51
WY,-0.689815,100.514677,0.714286,0.829591,702.322675,0.540123,0.744553,0.102041,0.829591,0.194592
WZ,-1.428568,82.235587,0.214286,0.566727,1048.0,0.047621,0.609152,0.030612,0.566727,0.702941
W[,-0.689815,86.49546,0.642857,0.829591,790.528308,0.540123,0.640707,0.091837,0.829591,0.324306
X',-0.828168,80.941821,0.714286,0.799136,1048.0,0.447888,0.599569,0.102041,0.799136,0.702941
"X,",-0.785464,85.883642,0.785714,0.867909,1048.0,0.476358,0.636175,0.112245,0.867909,0.702941
X.,-0.81978,85.883642,0.714286,0.843091,1048.0,0.45348,0.636175,0.102041,0.843091,0.702941
X/,-0.79494,85.883642,0.714286,0.843091,1248.0,0.47004,0.636175,0.102041,0.843091,0.997059
X;,-0.578609,42.941821,0.785714,0.867909,1048.0,0.614261,0.318088,0.112245,0.867909,0.702941
XA,-1.075631,42.941821,0.357143,0.681364,1048.0,0.282913,0.318088,0.05102,0.681364,0.702941
XB,-1.442261,112.281564,0.642857,0.748,1136.332648,0.038493,0.831715,0.091837,0.748,0.832842
XC,-0.969863,85.883642,0.714286,0.867909,883.380029,0.353424,0.636175,0.102041,0.867909,0.460853
XD,-0.953484,42.941821,0.571429,0.723182,1054.551641,0.364344,0.318088,0.081633,0.723182,0.712576
XE,-1.25098,82.235587,0.428571,0.582545,881.16673,0.166014,0.609152,0.061224,0.582545,0.457598
XF,-0.836557,42.941821,0.714286,0.735,1105.396844,0.442295,0.318088,0.102041,0.735,0.787348
XG,-1.442261,80.941821,0.642857,0.612591,1048.760971,0.038493,0.599569,0.091837,0.612591,0.70406
XH,-0.828168,80.941821,0.785714,0.799136,1067.633136,0.447888,0.599569,0.112245,0.799136,0.731813
XI,-0.580639,82.235587,0.785714,0.889364,838.026863,0.612907,0.609152,0.112245,0.889364,0.394157
XJ,-0.440455,42.941821,0.857143,0.921545,1093.220488,0.706363,0.318088,0.122449,0.921545,0.769442
XK,-0.512945,42.941821,0.857143,0.909727,1054.4,0.658037,0.318088,0.122449,0.909727,0.712353
XL,-0.546709,42.941821,0.785714,0.889364,806.521626,0.635527,0.318088,0.112245,0.889364,0.347826
XM,-0.677529,85.883642,0.785714,0.882273,1082.6,0.548314,0.636175,0.112245,0.882273,0.753824
XN,-0.828168,84.989413,0.714286,0.799136,1077.157357,0.447888,0.629551,0.102041,0.799136,0.74582
XO,-0.681426,82.235587,0.714286,0.873545,1096.771791,0.545716,0.609152,0.102041,0.873545,0.774664
XP,-0.768354,82.235587,0.714286,0.843091,840.448964,0.487764,0.609152,0.102041,0.843091,0.397719
XQ,-1.442261,82.235587,0.214286,0.536273,1071.140232,0.038493,0.609152,0.030612,0.536273,0.736971
XR,-1.242302,82.235587,0.571429,0.575455,1061.6,0.171799,0.609152,0.081633,0.575455,0.722941
XS,-1.030731,42.941821,0.285714,0.396,1059.5,0.312846,0.318088,0.040816,0.396,0.719853
XT,-1.442261,90.143516,0.5,0.492318,876.103587,0.038493,0.66773,0.071429,0.492318,0.450152
XU,-0.580639,82.235587,0.785714,0.882273,868.13971,0.612907,0.609152,0.112245,0.882273,0.438441
XV,-0.81978,85.883642,0.714286,0.831136,1095.841039,0.45348,0.636175,0.102041,0.831136,0.773296
XW,-1.274007,81.97119,0.142857,0.259909,1081.1,0.150662,0.607194,0.020408,0.259909,0.751618
XX,-0.977061,42.941821,0.428571,0.434,1063.986673,0.348626,0.318088,0.061224,0.434,0.726451
XY,-0.828168,104.162733,0.714286,0.799136,1063.298185,0.447888,0.771576,0.102041,0.799136,0.725439
XZ,-1.147859,85.883642,0.5,0.797886,1248.075636,0.234761,0.636175,0.071429,0.797886,0.99717
X[,-0.828168,90.143516,0.642857,0.799136,1048.0,0.447888,0.66773,0.091837,0.799136,0.702941
Y',-1.442261,99.220911,0.428571,0.573545,857.1,0.038493,0.73497,0.061224,0.573545,0.422206
"Y,",-1.309704,104.162733,0.428571,0.517136,857.1,0.126864,0.771576,0.061224,0.517136,0.422206
Y.,-1.363758,104.162733,0.357143,0.492318,857.1,0.090828,0.771576,0.05102,0.492318,0.422206
Y/,-1.428568,104.162733,0.357143,0.492318,857.1,0.047621,0.771576,0.05102,0.492318,0.422206
Y;,-1.108615,61.220911,0.5,0.637409,857.1,0.260923,0.453488,0.071429,0.637409,0.422206
YA,-0.586998,61.220911,0.785714,0.823955,593.848629,0.608668,0.453488,0.112245,0.823955,0.035072
YB,-0.836557,130.560655,0.714286,0.760091,744.240833,0.442295,0.967116,0.102041,0.760091,0.256237
YC,-0.793852,104.162733,0.785714,0.823955,732.411181,0.470765,0.771576,0.112245,0.823955,0.23884
YD,-0.521334,61.220911,0.857143,0.865773,656.771357,0.652444,0.453488,0.122449,0.865773,0.127605
YE,-0.589028,100.514677,0.785714,0.845409,644.417825,0.607315,0.744553,0.112245,0.845409,0.109438
YF,-0.448844,61.220911,0.857143,0.877591,909.59129,0.700771,0.453488,0.122449,0.877591,0.499399
YG,-0.836557,99.220911,0.785714,0.760091,872.448116,0.442295,0.73497,0.112245,0.760091,0.444777
YH,-1.442261,69.257338,0.285714,0.266727,863.639596,0.038493,0.513017,0.040816,0.266727,0.431823
YI,-1.25098,100.514677,0.571429,0.760369,641.10556,0.166014,0.744553,0.081633,0.760369,0.104567
YJ,-0.836557,61.220911,0.357143,0.384227,902.384576,0.442295,0.453488,0.05102,0.384227,0.488801
YK,-0.953484,61.220911,0.571429,0.679227,862.176943,0.364344,0.453488,0.081633,0.679227,0.429672
YL,-1.030731,61.220911,0.5,0.658864,669.067744,0.312846,0.453488,0.071429,0.658864,0.145688
YM,-1.095099,103.071561,0.214286,0.224682,694.721871,0.269934,0.763493,0.030612,0.224682,0.183415
YN,-1.442261,92.487648,0.142857,0.146455,700.922764,0.038493,0.685094,0.020408,0.146455,0.192533
YO,-1.306993,100.514677,0.5,0.744551,682.961296,0.128671,0.744553,0.071429,0.744551,0.16612
YP,-1.442261,100.514677,0.5,0.714097,760.968406,0.038493,0.744553,0.071429,0.714097,0.280836
YQ,-0.776742,100.514677,0.714286,0.799136,876.044052,0.482172,0.744553,0.102041,0.799136,0.450065
YR,-0.589028,100.514677,0.785714,0.838318,884.157838,0.607315,0.744553,0.112245,0.838318,0.461997
YS,-0.555098,61.220911,0.785714,0.845409,651.038194,0.629935,0.453488,0.112245,0.845409,0.119174
YT,-0.836557,108.422606,0.714286,0.760091,622.978516,0.442295,0.80313,0.102041,0.760091,0.07791
YU,-1.242302,69.257338,0.5,0.429227,881.508697,0.171799,0.513017,0.071429,0.429227,0.458101
YV,-0.685918,104.162733,0.785714,0.838318,895.30847,0.542721,0.771576,0.112245,0.838318,0.478395
YW,-0.689815,100.514677,0.714286,0.829591,611.689186,0.540123,0.744553,0.102041,0.829591,0.061308
YX,-0.828168,104.162733,0.714286,0.799136,860.316999,0.447888,0.771576,0.102041,0.799136,0.426937
YY,-1.442261,61.220911,0.428571,0.351,859.121458,0.038493,0.453488,0.061224,0.351,0.425179
YZ,-0.803329,104.162733,0.714286,0.799136,1069.831206,0.464448,0.771576,0.102041,0.799136,0.735046
Y[,-1.442261,108.422606,0.428571,0.675051,857.1,0.038493,0.80313,0.061224,0.675051,0.422206
Z',-0.803329,80.941821,0.714286,0.799136,859.5,0.464448,0.599569,0.102041,0.799136,0.425735
"Z,",-0.760624,85.883642,0.785714,0.867909,859.5,0.492917,0.636175,0.112245,0.867909,0.425735
Z.,-0.79494,85.883642,0.714286,0.843091,859.5,0.47004,0.636175,0.102041,0.843091,0.425735
Z/,-0.7701,85.883642,0.714286,0.843091,1059.5,0.4866,0.636175,0.102041,0.843091,0.719853
Z;,-0.553769,42.941821,0.785714,0.867909,859.5,0.63082,0.318088,0.112245,0.867909,0.425735
ZA,-1.082689,42.941821,0.285714,0.374545,859.5,0.278207,0.318088,0.040816,0.374545,0.425735
ZB,-1.411593,112.281564,0.642857,0.748,938.104508,0.058938,0.831715,0.091837,0.748,0.54133
ZC,-0.957513,85.883642,0.714286,0.816773,859.5,0.361658,0.636175,0.102041,0.816773,0.425735
ZD,-0.890843,42.941821,0.714286,0.723182,859.5,0.406104,0.318088,0.102041,0.723182,0.425735
ZE,-1.208647,82.235587,0.571429,0.582545,704.797259,0.194235,0.609152,0.081633,0.582545,0.198231
ZF,-0.7701,42.941821,0.714286,0.735,904.0,0.4866,0.318088,0.102041,0.735,0.491176
ZG,-1.411593,80.941821,0.642857,0.612591,859.5,0.058938,0.599569,0.091837,0.612591,0.425735
ZH,-0.803329,80.941821,0.785714,0.799136,702.5,0.464448,0.599569,0.112245,0.799136,0.194853
ZI,-0.555799,82.235587,0.785714,0.889364,885.294905,0.629467,0.609152,0.112245,0.889364,0.463669
ZJ,-0.415615,42.941821,0.857143,0.921545,904.0,0.722923,0.318088,0.122449,0.921545,0.491176
ZK,-0.488106,42.941821,0.857143,0.909727,865.9,0.674596,0.318088,0.122449,0.909727,0.435147
ZL,-0.521869,42.941821,0.785714,0.889364,870.002613,0.652087,0.318088,0.112245,0.889364,0.44118
ZM,-0.652689,85.883642,0.785714,0.882273,894.1,0.564874,0.636175,0.112245,0.882273,0.476618
ZN,-0.803329,84.989413,0.714286,0.799136,878.65742,0.464448,0.629551,0.102041,0.799136,0.453908
ZO,-0.656586,82.235587,0.714286,0.873545,710.551498,0.562276,0.609152,0.102041,0.873545,0.206693
ZP,-0.743514,82.235587,0.714286,0.843091,859.5,0.504324,0.609152,0.102041,0.843091,0.425735
ZQ,-1.411593,81.97119,0.142857,0.229455,867.569737,0.058938,0.607194,0.020408,0.229455,0.437603
ZR,-1.156305,82.235587,0.571429,0.575455,873.1,0.22913,0.609152,0.081633,0.575455,0.445735
ZS,-1.007587,42.941821,0.5,0.702818,871.0,0.328276,0.318088,0.071429,0.702818,0.442647
ZT,-1.411593,90.143516,0.5,0.492318,852.191996,0.058938,0.66773,0.071429,0.492318,0.414988
ZU,-0.555799,82.235587,0.785714,0.882273,875.530298,0.629467,0.609152,0.112245,0.882273,0.449309
ZV,-0.80528,85.883642,0.714286,0.831136,885.998089,0.463147,0.636175,0.102041,0.831136,0.464703
ZW,-1.306993,82.235587,0.357143,0.566727,892.6,0.128671,0.609152,0.05102,0.566727,0.474412
ZX,-1.026304,85.883642,0.642857,0.843091,859.5,0.315798,0.636175,0.091837,0.843091,0.425735
ZY,-0.803329,104.162733,0.714286,0.799136,571.607151,0.464448,0.771576,0.102041,0.799136,0.002363
ZZ,-0.947762,42.941821,0.428571,0.434,1063.555315,0.368159,0.318088,0.061224,0.434,0.725817
Z[,-0.803329,90.143516,0.642857,0.799136,859.5,0.464448,0.66773,0.091837,0.799136,0.425735
[',-1.442261,62.24773,0.142857,0.266727,867.9,0.038493,0.461094,0.020408,0.266727,0.438088
"[,",-1.309704,90.143516,0.5,0.517136,878.035979,0.126864,0.66773,0.071429,0.517136,0.452994
[.,-1.363758,90.143516,0.285714,0.492318,869.552033,0.090828,0.66773,0.040816,0.492318,0.440518
[/,-1.428568,83.281704,0.071429,0.1855,1072.002267,0.047621,0.616902,0.010204,0.1855,0.738239
[;,-1.108615,47.201695,0.214286,0.330591,867.9,0.260923,0.349642,0.030612,0.330591,0.438088
[A,-0.586998,47.201695,0.714286,0.823955,867.9,0.608668,0.349642,0.102041,0.823955,0.438088
[B,-0.836557,116.541438,0.642857,0.760091,945.7,0.442295,0.86327,0.091837,0.760091,0.5525
[C,-0.793852,90.143516,0.714286,0.823955,867.9,0.470765,0.66773,0.102041,0.823955,0.438088
[D,-0.521334,47.201695,0.785714,0.865773,876.258671,0.652444,0.349642,0.112245,0.865773,0.45038
[E,-0.589028,86.49546,0.714286,0.845409,733.674104,0.607315,0.640707,0.102041,0.845409,0.240697
[F,-0.448844,47.201695,0.785714,0.877591,914.91581,0.700771,0.349642,0.112245,0.877591,0.507229
[G,-0.836557,85.201695,0.714286,0.760091,718.600136,0.442295,0.631124,0.102041,0.760091,0.21853
[H,-1.442261,85.201695,0.571429,0.573545,754.108434,0.038493,0.631124,0.081633,0.573545,0.270748
[I,-1.25098,86.49546,0.642857,0.794273,788.524699,0.166014,0.640707,0.091837,0.794273,0.32136
[J,-0.836557,47.201695,0.642857,0.691045,923.743288,0.442295,0.349642,0.091837,0.691045,0.520211
[K,-0.953484,47.201695,0.642857,0.679227,635.539509,0.364344,0.349642,0.091837,0.679227,0.096382
[L,-1.030731,47.201695,0.428571,0.658864,671.519273,0.312846,0.349642,0.061224,0.658864,0.149293
[M,-1.095099,90.143516,0.5,0.5315,906.542733,0.269934,0.66773,0.071429,0.5315,0.494916
[N,-1.442261,89.249287,0.428571,0.453273,886.9,0.038493,0.661106,0.061224,0.453273,0.466029
[O,-1.306993,86.49546,0.571429,0.778455,892.6,0.128671,0.640707,0.081633,0.778455,0.474412
[P,-1.442261,62.24773,0.357143,0.390045,867.9,0.038493,0.461094,0.05102,0.390045,0.438088
[Q,-0.776742,86.49546,0.642857,0.799136,687.127981,0.482172,0.640707,0.091837,0.799136,0.172247
[R,-0.589028,86.49546,0.714286,0.838318,718.246491,0.607315,0.640707,0.102041,0.838318,0.21801
[S,-0.555098,47.201695,0.714286,0.845409,775.552115,0.629935,0.349642,0.102041,0.845409,0.302283
[T,-0.836557,94.40339,0.642857,0.760091,859.5,0.442295,0.699284,0.091837,0.760091,0.425735
[U,-1.242302,86.49546,0.642857,0.787182,779.225566,0.171799,0.640707,0.091837,0.787182,0.307685
[V,-0.685918,90.143516,0.714286,0.838318,698.885537,0.542721,0.66773,0.102041,0.838318,0.189538
[W,-0.689815,86.49546,0.642857,0.829591,819.839989,0.540123,0.640707,0.091837,0.829591,0.367412
[X,-0.828168,90.143516,0.642857,0.799136,867.9,0.447888,0.66773,0.091837,0.799136,0.438088
[Y,-1.442261,108.422606,0.571429,0.708955,859.5,0.038493,0.80313,0.081633,0.708955,0.425735
[Z,-0.803329,90.143516,0.642857,0.799136,1059.5,0.464448,0.66773,0.091837,0.799136,0.719853
[[,-1.442261,47.201695,0.285714,0.351,687.127981,0.038493,0.349642,0.040816,0.351,0.172247
